trip_id,timestamp,accel_x,accel_y,accel_z,braking_g,cornering_g
TRIP-632021-0,2025-09-11 16:37:40,-0.93,1.57,-2.46,0.77,0.04
TRIP-632021-0,2025-09-11 16:37:42,-2.84,-1.84,2.56,0.3,0.15
TRIP-632021-0,2025-09-11 16:37:44,1.37,2.43,-2.32,0.37,0.85
TRIP-632021-0,2025-09-11 16:37:46,1.66,1.45,2.87,0.36,0.07
TRIP-632021-0,2025-09-11 16:37:48,-2.61,-0.39,-0.61,0.41,0.8
TRIP-632021-0,2025-09-11 16:37:50,2.28,0.73,-2.78,0.91,0.73
TRIP-632021-0,2025-09-11 16:37:52,-0.3,1.14,-1.77,0.28,0.02
TRIP-632021-0,2025-09-11 16:37:54,-1.26,-2.62,-1.94,0.85,0.71
TRIP-632021-0,2025-09-11 16:37:56,-0.39,-0.46,0.24,0.28,0.65
TRIP-632021-0,2025-09-11 16:37:58,1.62,2.26,0.47,0.28,0.19
TRIP-632021-0,2025-09-11 16:38:00,0.55,-2.23,0.82,0.82,0.61
TRIP-632021-0,2025-09-11 16:38:02,1.83,-0.66,-2.37,0.01,0.87
TRIP-632021-0,2025-09-11 16:38:04,-0.42,-2.49,2.27,0.77,0.33
TRIP-632021-0,2025-09-11 16:38:06,-0.42,-2.86,0.32,0.97,0.99
TRIP-632021-0,2025-09-11 16:38:08,1.32,-1.11,-0.89,0.86,0.37
TRIP-632021-0,2025-09-11 16:38:10,2.63,2.34,-2.7,0.49,0.91
TRIP-632021-0,2025-09-11 16:38:12,0.91,-1.8,0.64,0.46,0.89
TRIP-632021-0,2025-09-11 16:38:14,0.12,-1.15,-0.37,0.56,0.74
TRIP-632021-0,2025-09-11 16:38:16,2.33,2.61,-0.08,0.69,0.54
TRIP-632021-0,2025-09-11 16:38:18,-1.93,-1.42,2.47,0.62,0.28
TRIP-632021-0,2025-09-11 16:38:20,2.29,-2.11,1.3,0.77,0.67
TRIP-632021-0,2025-09-11 16:38:22,-1.43,0.8,-1.73,0.23,0.06
TRIP-632021-0,2025-09-11 16:38:24,-0.38,2.12,0.11,0.89,0.47
TRIP-632021-0,2025-09-11 16:38:26,-1.91,0.16,1.53,0.32,0.99
TRIP-632021-0,2025-09-11 16:38:28,1.06,-2.42,2.26,0.02,0.51
TRIP-632021-0,2025-09-11 16:38:30,0.91,2.26,1.74,0.57,0.61
TRIP-632021-0,2025-09-11 16:38:32,0.18,1.68,0.19,0.03,0.02
TRIP-632021-0,2025-09-11 16:38:34,-0.23,-1.23,-0.17,0.59,0.17
TRIP-632021-0,2025-09-11 16:38:36,-1.57,-0.37,-2.69,0.22,0.53
TRIP-632021-0,2025-09-11 16:38:38,2.78,0.35,-1.07,0.72,0.26
TRIP-632021-0,2025-09-11 16:38:40,-2.28,1.61,2.95,0.9,0.99
TRIP-632021-0,2025-09-11 16:38:42,1.74,2.51,-0.42,0.4,0.45
TRIP-632021-0,2025-09-11 16:38:44,1.23,0.29,2.69,0.62,0.92
TRIP-632021-0,2025-09-11 16:38:46,-2.39,0.05,-0.23,0.01,0.97
TRIP-632021-0,2025-09-11 16:38:48,-0.47,-2.16,-1.38,0.7,0.25
TRIP-632021-0,2025-09-11 16:38:50,-0.14,0.67,0.4,0.55,0.58
TRIP-632021-0,2025-09-11 16:38:52,-2.95,-1.37,-2.1,0.08,0.49
TRIP-632021-0,2025-09-11 16:38:54,2.55,1.25,0.02,0.83,0.55
TRIP-632021-0,2025-09-11 16:38:56,-1.93,-2.8,0.36,0.95,0.67
TRIP-632021-0,2025-09-11 16:38:58,-2.64,-0.21,1.35,0.6,0.5
TRIP-632021-0,2025-09-11 16:39:00,-1.07,1.81,2.44,0.37,0.98
TRIP-632021-0,2025-09-11 16:39:02,1.85,-1.6,-0.35,0.18,0.48
TRIP-632021-0,2025-09-11 16:39:04,-1.49,-2.6,-0.96,0.1,0.49
TRIP-632021-0,2025-09-11 16:39:06,-2.95,1.05,-2.76,0.88,0.69
TRIP-632021-1,2025-09-11 16:37:28,0.91,-1.95,0.46,0.98,0.53
TRIP-632021-1,2025-09-11 16:37:30,1.89,-0.07,1.33,0.16,0.15
TRIP-632021-1,2025-09-11 16:37:32,-1.37,2.19,1.91,0.95,0.05
TRIP-632021-1,2025-09-11 16:37:34,1.51,0.55,-2.72,0.19,0.18
TRIP-632021-1,2025-09-11 16:37:36,-0.8,-0.37,1.76,0.89,0.73
TRIP-632021-1,2025-09-11 16:37:38,0.68,0.45,-1.29,0.5,0.37
TRIP-632021-1,2025-09-11 16:37:40,-1.86,0.5,1.11,0.95,0.33
TRIP-632021-1,2025-09-11 16:37:42,2.96,-0.97,1.07,0.29,0.86
TRIP-632021-1,2025-09-11 16:37:44,1.74,0.72,2.71,0.81,0.34
TRIP-632021-1,2025-09-11 16:37:46,1.42,-1.04,2.92,0.25,0.91
TRIP-632021-1,2025-09-11 16:37:48,-2.29,-0.47,0.49,0.83,0.87
TRIP-632021-1,2025-09-11 16:37:50,1.29,-0.9,-0.54,0.31,0.58
TRIP-632021-1,2025-09-11 16:37:52,1.18,2.93,2.78,0.39,0.58
TRIP-632021-1,2025-09-11 16:37:54,2.48,1.5,-2.93,0.4,0.16
TRIP-632021-1,2025-09-11 16:37:56,0.74,1.73,-1.1,0.61,0.32
TRIP-632021-1,2025-09-11 16:37:58,-1.53,0.35,-1.15,0.53,0.7
TRIP-632021-1,2025-09-11 16:38:00,-0.08,-2.62,-1.07,0.93,0.05
TRIP-632021-1,2025-09-11 16:38:02,2.13,2.37,-2.63,0.69,1.0
TRIP-632021-1,2025-09-11 16:38:04,2.33,-2.06,1.78,0.34,0.63
TRIP-632021-1,2025-09-11 16:38:06,0.68,0.77,-0.09,0.64,0.31
TRIP-632021-1,2025-09-11 16:38:08,-1.56,2.12,0.52,0.64,0.45
TRIP-632021-1,2025-09-11 16:38:10,1.47,1.61,-2.2,0.01,0.35
TRIP-632021-1,2025-09-11 16:38:12,-1.4,-1.07,0.19,0.47,0.35
TRIP-632021-1,2025-09-11 16:38:14,-0.25,-0.4,0.88,0.79,0.42
TRIP-632021-1,2025-09-11 16:38:16,-1.26,-0.62,2.82,0.53,0.74
TRIP-632021-1,2025-09-11 16:38:18,-0.45,1.57,-2.14,0.04,0.8
TRIP-632021-1,2025-09-11 16:38:20,-0.28,0.85,-0.45,0.88,0.93
TRIP-632021-1,2025-09-11 16:38:22,-1.83,-1.26,-1.04,0.99,0.91
TRIP-632021-1,2025-09-11 16:38:24,1.98,-2.87,2.49,0.94,0.01
TRIP-632021-1,2025-09-11 16:38:26,-2.12,-0.82,0.51,0.61,0.2
TRIP-632021-1,2025-09-11 16:38:28,-2.56,-1.01,-1.2,0.62,0.37
TRIP-632021-1,2025-09-11 16:38:30,1.25,-2.91,0.24,0.38,0.36
TRIP-632021-1,2025-09-11 16:38:32,-2.01,0.76,-0.16,0.54,0.09
TRIP-632021-1,2025-09-11 16:38:34,1.75,2.19,0.43,0.01,0.78
TRIP-632021-1,2025-09-11 16:38:36,-0.42,-0.81,0.53,0.88,0.12
TRIP-632021-1,2025-09-11 16:38:38,0.79,-1.16,-1.98,0.08,0.91
TRIP-632021-1,2025-09-11 16:38:40,-0.95,0.96,0.66,0.42,0.13
TRIP-632021-1,2025-09-11 16:38:42,2.19,-1.84,0.85,0.17,0.32
TRIP-632021-1,2025-09-11 16:38:44,-2.87,2.56,-2.47,0.65,0.9
TRIP-632021-1,2025-09-11 16:38:46,2.92,2.69,1.63,0.25,0.53
TRIP-632021-1,2025-09-11 16:38:48,-1.02,0.11,2.15,0.43,0.78
TRIP-632021-1,2025-09-11 16:38:50,2.33,-2.38,2.78,0.83,1.0
TRIP-632021-1,2025-09-11 16:38:52,-1.81,-2.96,-0.82,0.64,0.38
TRIP-632021-1,2025-09-11 16:38:54,2.82,-0.68,1.54,0.79,0.04
TRIP-632021-1,2025-09-11 16:38:56,0.94,-0.13,2.14,0.94,0.6
TRIP-632021-1,2025-09-11 16:38:58,2.58,-0.37,-1.87,0.69,0.69
TRIP-632021-1,2025-09-11 16:39:00,2.23,2.19,-0.95,0.42,0.17
TRIP-632021-1,2025-09-11 16:39:02,0.6,0.7,-2.07,0.56,0.78
TRIP-632021-1,2025-09-11 16:39:04,0.97,-1.92,2.49,0.89,0.41
TRIP-632021-1,2025-09-11 16:39:06,-2.05,2.21,2.06,0.33,0.57
TRIP-632021-2,2025-09-11 16:37:28,0.19,-0.94,-0.58,0.19,0.47
TRIP-632021-2,2025-09-11 16:37:30,2.84,-0.82,0.56,0.95,0.19
TRIP-632021-2,2025-09-11 16:37:32,-1.59,-1.46,1.56,0.48,0.9
TRIP-632021-2,2025-09-11 16:37:34,0.36,2.61,1.47,0.52,0.04
TRIP-632021-2,2025-09-11 16:37:36,1.52,-2.49,1.04,0.06,0.67
TRIP-632021-2,2025-09-11 16:37:38,-0.94,-1.36,2.54,0.52,0.25
TRIP-632021-2,2025-09-11 16:37:40,1.37,2.24,1.03,0.2,0.58
TRIP-632021-2,2025-09-11 16:37:42,0.59,-2.78,1.41,0.35,0.01
TRIP-632021-2,2025-09-11 16:37:44,1.12,2.24,1.64,1.0,0.88
TRIP-632021-2,2025-09-11 16:37:46,1.68,-2.65,-2.92,0.35,0.7
TRIP-632021-2,2025-09-11 16:37:48,0.86,-2.16,-0.03,0.93,0.51
TRIP-632021-2,2025-09-11 16:37:50,0.81,-0.1,2.97,0.7,0.83
TRIP-632021-2,2025-09-11 16:37:52,0.31,1.84,0.89,0.97,0.19
TRIP-632021-2,2025-09-11 16:37:54,-0.96,-1.55,-1.45,0.05,0.62
TRIP-632021-2,2025-09-11 16:37:56,1.7,-2.86,-1.56,0.12,0.66
TRIP-632021-2,2025-09-11 16:37:58,0.45,0.98,-2.55,0.41,0.37
TRIP-632021-2,2025-09-11 16:38:00,2.7,-0.08,-1.41,0.42,0.81
TRIP-632021-2,2025-09-11 16:38:02,2.46,-1.12,-1.31,0.93,0.87
TRIP-632021-2,2025-09-11 16:38:04,-2.78,-2.81,2.37,0.68,0.36
TRIP-632021-2,2025-09-11 16:38:06,2.61,1.87,1.72,0.92,0.71
TRIP-632021-2,2025-09-11 16:38:08,2.37,-0.27,1.68,0.53,0.72
TRIP-632021-2,2025-09-11 16:38:10,-2.48,2.05,1.91,0.06,0.93
TRIP-632021-2,2025-09-11 16:38:12,-2.08,1.26,2.57,0.03,0.83
TRIP-632021-2,2025-09-11 16:38:14,-0.14,-2.23,-0.86,0.9,0.57
TRIP-632021-2,2025-09-11 16:38:16,1.06,-0.29,-2.76,0.31,0.42
TRIP-632021-2,2025-09-11 16:38:18,2.98,-1.65,2.76,0.06,0.25
TRIP-632021-2,2025-09-11 16:38:20,0.69,0.51,-1.17,0.97,0.07
TRIP-632021-2,2025-09-11 16:38:22,2.57,-2.57,2.38,0.99,0.43
TRIP-632021-2,2025-09-11 16:38:24,2.72,0.24,-0.62,0.4,0.42
TRIP-632021-2,2025-09-11 16:38:26,-0.44,-0.51,1.28,0.93,0.41
TRIP-632021-2,2025-09-11 16:38:28,-1.73,-0.44,-1.98,0.71,0.42
TRIP-632021-2,2025-09-11 16:38:30,-1.99,-2.3,-1.24,0.27,0.46
TRIP-632021-2,2025-09-11 16:38:32,2.91,-0.71,2.47,0.74,0.24
TRIP-632021-2,2025-09-11 16:38:34,2.34,-1.0,-0.18,0.37,0.05
TRIP-632021-2,2025-09-11 16:38:36,2.28,-1.25,-1.17,0.05,0.59
TRIP-632021-2,2025-09-11 16:38:38,1.61,1.44,-2.85,0.88,0.94
TRIP-632021-2,2025-09-11 16:38:40,2.78,-0.3,-0.24,0.57,0.67
TRIP-632021-2,2025-09-11 16:38:42,-0.34,-2.54,2.31,0.42,0.66
TRIP-632021-2,2025-09-11 16:38:44,-1.13,2.64,-0.1,0.55,0.5
TRIP-632021-2,2025-09-11 16:38:46,0.44,-1.3,0.51,0.57,0.42
TRIP-632021-2,2025-09-11 16:38:48,-0.9,-0.77,-0.57,0.99,0.85
TRIP-632021-2,2025-09-11 16:38:50,-2.65,-0.84,0.56,0.48,0.55
TRIP-632021-2,2025-09-11 16:38:52,-2.7,1.55,2.19,0.94,0.68
TRIP-632021-2,2025-09-11 16:38:54,-2.25,1.41,-2.24,0.73,0.52
TRIP-632021-2,2025-09-11 16:38:56,2.74,-2.26,2.45,0.37,0.65
TRIP-632021-2,2025-09-11 16:38:58,2.54,-1.38,0.61,1.0,0.75
TRIP-632021-2,2025-09-11 16:39:00,-1.77,-2.33,0.23,0.44,0.99
TRIP-632021-2,2025-09-11 16:39:02,1.39,-2.66,0.97,0.17,0.37
TRIP-632021-2,2025-09-11 16:39:04,-0.3,0.74,-2.12,0.65,0.55
TRIP-632021-2,2025-09-11 16:39:06,-0.82,2.15,-2.71,0.58,0.39
TRIP-0d6689-0,2025-09-11 16:37:28,0.39,0.4,1.17,0.7,0.7
TRIP-0d6689-0,2025-09-11 16:37:30,1.24,-2.6,2.43,0.14,0.87
TRIP-0d6689-0,2025-09-11 16:37:32,2.84,2.78,1.91,0.6,0.36
TRIP-0d6689-0,2025-09-11 16:37:34,-0.81,1.88,2.18,0.1,0.6
TRIP-0d6689-0,2025-09-11 16:37:36,-2.0,-0.1,0.66,0.01,0.34
TRIP-0d6689-0,2025-09-11 16:37:38,1.44,0.68,-0.89,0.35,0.02
TRIP-0d6689-0,2025-09-11 16:37:40,-0.13,1.93,-1.77,0.88,0.21
TRIP-0d6689-0,2025-09-11 16:37:42,-2.67,2.24,-2.38,0.52,0.29
TRIP-0d6689-0,2025-09-11 16:37:44,-1.19,-0.78,-0.09,0.76,0.74
TRIP-0d6689-0,2025-09-11 16:37:46,2.03,-0.34,1.51,0.04,0.09
TRIP-0d6689-0,2025-09-11 16:37:48,-1.37,-1.56,-1.59,0.92,0.16
TRIP-0d6689-0,2025-09-11 16:37:50,-1.41,-1.01,0.92,0.12,0.65
TRIP-0d6689-0,2025-09-11 16:37:52,2.35,0.37,-1.38,0.43,0.4
TRIP-0d6689-0,2025-09-11 16:37:54,-1.08,-0.36,-0.17,0.05,0.36
TRIP-0d6689-0,2025-09-11 16:37:56,-2.04,-2.9,-0.4,0.69,0.88
TRIP-0d6689-0,2025-09-11 16:37:58,0.91,1.65,-0.25,0.81,0.72
TRIP-0d6689-0,2025-09-11 16:38:00,-0.72,-2.01,-0.52,0.92,0.6
TRIP-0d6689-0,2025-09-11 16:38:02,-2.22,1.29,1.06,0.5,0.18
TRIP-0d6689-0,2025-09-11 16:38:04,0.32,2.34,1.9,0.77,0.34
TRIP-0d6689-0,2025-09-11 16:38:06,1.8,-2.07,-0.01,0.8,0.25
TRIP-0d6689-0,2025-09-11 16:38:08,-2.65,1.56,0.87,0.01,0.3
TRIP-0d6689-0,2025-09-11 16:38:10,0.14,2.87,-0.94,0.13,0.93
TRIP-0d6689-0,2025-09-11 16:38:12,-0.97,0.79,0.44,0.3,0.81
TRIP-0d6689-0,2025-09-11 16:38:14,0.42,2.92,-0.57,0.73,0.51
TRIP-0d6689-0,2025-09-11 16:38:16,2.48,-1.43,-2.0,0.62,0.2
TRIP-0d6689-0,2025-09-11 16:38:18,-1.87,1.23,2.54,0.03,0.4
TRIP-0d6689-0,2025-09-11 16:38:20,0.22,2.26,1.44,0.74,0.05
TRIP-0d6689-0,2025-09-11 16:38:22,0.14,-0.9,-2.6,0.44,0.36
TRIP-0d6689-0,2025-09-11 16:38:24,-0.03,0.13,-2.81,0.77,0.99
TRIP-0d6689-0,2025-09-11 16:38:26,-1.1,1.08,-0.55,0.94,0.65
TRIP-0d6689-0,2025-09-11 16:38:28,0.48,1.73,-0.82,0.45,0.6
TRIP-0d6689-0,2025-09-11 16:38:30,-2.07,2.6,2.03,0.86,0.28
TRIP-0d6689-0,2025-09-11 16:38:32,1.82,-1.72,2.2,0.62,0.57
TRIP-0d6689-0,2025-09-11 16:38:34,0.31,2.1,1.83,0.92,0.27
TRIP-0d6689-0,2025-09-11 16:38:36,0.77,-2.09,-0.62,0.9,0.2
TRIP-0d6689-0,2025-09-11 16:38:38,1.02,-0.62,0.03,0.61,0.43
TRIP-0d6689-0,2025-09-11 16:38:40,1.52,-1.93,2.4,0.46,0.23
TRIP-0d6689-0,2025-09-11 16:38:42,-1.79,1.83,-0.4,0.67,0.78
TRIP-0d6689-0,2025-09-11 16:38:44,1.91,-0.51,-1.31,0.66,0.98
TRIP-0d6689-0,2025-09-11 16:38:46,0.25,-1.31,-2.65,0.48,0.7
TRIP-0d6689-0,2025-09-11 16:38:48,2.57,-2.12,-0.97,0.31,0.91
TRIP-0d6689-0,2025-09-11 16:38:50,-2.16,0.23,-1.19,0.4,0.54
TRIP-0d6689-0,2025-09-11 16:38:52,-2.41,-0.57,-0.31,0.06,0.37
TRIP-0d6689-0,2025-09-11 16:38:54,2.69,1.04,-2.05,0.39,0.67
TRIP-0d6689-0,2025-09-11 16:38:56,-0.33,2.98,2.5,0.05,0.46
TRIP-0d6689-0,2025-09-11 16:38:58,1.51,-1.02,-1.63,0.66,0.09
TRIP-0d6689-0,2025-09-11 16:39:00,-0.39,2.69,2.09,0.46,0.48
TRIP-0d6689-0,2025-09-11 16:39:02,2.38,0.5,-1.19,0.12,0.26
TRIP-0d6689-0,2025-09-11 16:39:04,-0.97,0.89,-2.24,0.76,0.82
TRIP-0d6689-0,2025-09-11 16:39:06,2.39,-1.26,0.95,0.31,0.98
TRIP-0d6689-1,2025-09-11 16:37:28,1.76,0.08,-1.49,0.78,0.31
TRIP-0d6689-1,2025-09-11 16:37:30,-1.64,-1.37,-0.7,0.17,0.35
TRIP-0d6689-1,2025-09-11 16:37:32,-2.54,-1.36,-0.49,0.67,0.93
TRIP-0d6689-1,2025-09-11 16:37:34,2.75,1.99,0.26,0.65,0.05
TRIP-0d6689-1,2025-09-11 16:37:36,0.73,-2.91,0.82,0.5,0.87
TRIP-0d6689-1,2025-09-11 16:37:38,-2.01,-1.2,1.73,0.93,0.71
TRIP-0d6689-1,2025-09-11 16:37:40,1.49,0.31,-0.6,0.39,0.42
TRIP-0d6689-1,2025-09-11 16:37:42,0.02,0.07,-0.85,0.68,0.38
TRIP-0d6689-1,2025-09-11 16:37:44,1.49,1.84,2.16,0.04,0.12
TRIP-0d6689-1,2025-09-11 16:37:46,1.72,-1.34,-1.54,0.8,0.84
TRIP-0d6689-1,2025-09-11 16:37:48,-1.36,0.55,1.24,0.73,0.08
TRIP-0d6689-1,2025-09-11 16:37:50,1.69,-2.12,-1.3,0.16,0.41
TRIP-0d6689-1,2025-09-11 16:37:52,-0.59,0.55,0.49,0.8,0.97
TRIP-0d6689-1,2025-09-11 16:37:54,0.02,-2.57,-0.3,0.17,0.89
TRIP-0d6689-1,2025-09-11 16:37:56,1.09,-2.63,1.77,0.17,0.55
TRIP-0d6689-1,2025-09-11 16:37:58,2.48,2.8,0.81,0.63,0.63
TRIP-0d6689-1,2025-09-11 16:38:00,-2.66,1.43,0.87,0.09,0.15
TRIP-0d6689-1,2025-09-11 16:38:02,-1.14,0.88,-1.81,0.18,0.52
TRIP-0d6689-1,2025-09-11 16:38:04,0.46,-2.32,-1.92,0.13,0.76
TRIP-0d6689-1,2025-09-11 16:38:06,1.46,2.52,-2.2,0.01,0.38
TRIP-0d6689-1,2025-09-11 16:38:08,-2.76,1.51,-1.63,0.26,0.03
TRIP-0d6689-1,2025-09-11 16:38:10,2.58,-1.0,-0.9,0.17,0.58
TRIP-0d6689-1,2025-09-11 16:38:12,-0.72,-0.03,1.77,0.47,0.3
TRIP-0d6689-1,2025-09-11 16:38:14,2.58,0.69,2.23,0.03,0.3
TRIP-0d6689-1,2025-09-11 16:38:16,-1.19,-0.7,2.42,0.1,0.14
TRIP-0d6689-1,2025-09-11 16:38:18,-2.79,-2.63,-0.27,0.39,0.83
TRIP-0d6689-1,2025-09-11 16:38:20,-1.92,2.27,-0.59,0.82,0.58
TRIP-0d6689-1,2025-09-11 16:38:22,2.05,2.76,1.19,0.76,0.41
TRIP-0d6689-1,2025-09-11 16:38:24,2.63,-1.73,-1.58,0.34,0.25
TRIP-0d6689-1,2025-09-11 16:38:26,-1.7,1.82,-1.77,0.71,0.66
TRIP-0d6689-1,2025-09-11 16:38:28,-0.43,-1.21,-0.94,0.87,0.45
TRIP-0d6689-1,2025-09-11 16:38:30,1.76,-2.25,1.96,0.93,1.0
TRIP-0d6689-1,2025-09-11 16:38:32,-0.58,-0.7,1.47,0.32,0.41
TRIP-0d6689-1,2025-09-11 16:38:34,-2.77,-0.86,-2.75,0.45,0.29
TRIP-0d6689-1,2025-09-11 16:38:36,2.99,2.82,2.57,0.2,0.14
TRIP-0d6689-1,2025-09-11 16:38:38,-1.88,2.34,-0.39,0.93,0.52
TRIP-0d6689-1,2025-09-11 16:38:40,1.0,0.67,-1.1,0.81,0.14
TRIP-0d6689-1,2025-09-11 16:38:42,1.73,-2.57,0.37,0.12,0.93
TRIP-0d6689-1,2025-09-11 16:38:44,1.21,0.46,2.62,0.83,0.83
TRIP-0d6689-1,2025-09-11 16:38:46,2.12,-1.52,-2.17,0.63,0.5
TRIP-0d6689-1,2025-09-11 16:38:48,2.66,-2.22,0.07,0.21,0.41
TRIP-0d6689-1,2025-09-11 16:38:50,-0.61,-1.06,-1.43,0.32,0.43
TRIP-0d6689-1,2025-09-11 16:38:52,-2.16,1.34,0.65,0.28,0.81
TRIP-0d6689-1,2025-09-11 16:38:54,0.14,2.8,-2.3,0.24,0.41
TRIP-0d6689-1,2025-09-11 16:38:56,-1.5,-1.8,0.86,0.06,0.99
TRIP-0d6689-1,2025-09-11 16:38:58,0.34,-1.01,-1.22,0.24,0.91
TRIP-0d6689-1,2025-09-11 16:39:00,-0.55,-2.94,-2.25,0.85,0.51
TRIP-0d6689-1,2025-09-11 16:39:02,-1.9,2.82,0.91,0.92,0.87
TRIP-0d6689-1,2025-09-11 16:39:04,-0.27,-2.33,1.54,0.83,0.51
TRIP-0d6689-1,2025-09-11 16:39:06,-2.71,-0.0,0.71,0.2,0.05
TRIP-0d6689-2,2025-09-11 16:37:28,-2.34,-0.95,1.3,0.78,0.57
TRIP-0d6689-2,2025-09-11 16:37:30,-2.61,-0.38,2.01,0.05,0.64
TRIP-0d6689-2,2025-09-11 16:37:32,0.53,-1.9,1.7,0.42,0.65
TRIP-0d6689-2,2025-09-11 16:37:34,1.91,1.74,-0.4,0.86,0.25
TRIP-0d6689-2,2025-09-11 16:37:36,0.19,-0.66,-1.49,0.46,0.81
TRIP-0d6689-2,2025-09-11 16:37:38,-0.89,-1.54,-0.03,0.77,0.8
TRIP-0d6689-2,2025-09-11 16:37:40,1.57,-2.4,0.13,0.12,0.32
TRIP-0d6689-2,2025-09-11 16:37:42,1.62,0.24,1.91,0.49,0.14
TRIP-0d6689-2,2025-09-11 16:37:44,-0.31,-1.17,-1.9,0.28,0.76
TRIP-0d6689-2,2025-09-11 16:37:46,0.89,-1.42,0.73,0.81,0.35
TRIP-0d6689-2,2025-09-11 16:37:48,-1.43,2.34,0.74,0.34,0.81
TRIP-0d6689-2,2025-09-11 16:37:50,-1.18,1.0,-2.55,0.53,0.85
TRIP-0d6689-2,2025-09-11 16:37:52,-1.01,2.36,2.94,0.69,0.44
TRIP-0d6689-2,2025-09-11 16:37:54,-2.45,0.16,-2.15,0.02,0.89
TRIP-0d6689-2,2025-09-11 16:37:56,-2.24,-0.72,-2.22,0.46,0.69
TRIP-0d6689-2,2025-09-11 16:37:58,-2.96,-2.47,2.68,0.66,0.31
TRIP-0d6689-2,2025-09-11 16:38:00,-2.73,0.08,-2.51,0.4,0.52
TRIP-0d6689-2,2025-09-11 16:38:02,1.07,-2.9,-1.44,0.31,0.77
TRIP-0d6689-2,2025-09-11 16:38:04,1.28,2.3,-1.39,0.19,0.01
TRIP-0d6689-2,2025-09-11 16:38:06,0.95,0.88,2.98,0.89,0.39
TRIP-0d6689-2,2025-09-11 16:38:08,2.71,1.88,-1.14,0.6,0.28
TRIP-0d6689-2,2025-09-11 16:38:10,-1.82,1.43,-0.15,0.63,0.82
TRIP-0d6689-2,2025-09-11 16:38:12,-0.86,-2.29,0.31,0.71,0.96
TRIP-0d6689-2,2025-09-11 16:38:14,2.75,0.62,-2.1,0.13,0.73
TRIP-0d6689-2,2025-09-11 16:38:16,1.44,1.97,2.1,0.36,0.99
TRIP-0d6689-2,2025-09-11 16:38:18,-1.89,0.78,0.25,0.88,0.56
TRIP-0d6689-2,2025-09-11 16:38:20,-1.94,0.01,-1.65,0.06,0.4
TRIP-0d6689-2,2025-09-11 16:38:22,0.77,-1.66,-1.06,0.53,0.74
TRIP-0d6689-2,2025-09-11 16:38:24,-2.76,1.6,-2.95,0.14,0.0
TRIP-0d6689-2,2025-09-11 16:38:26,0.97,1.18,2.86,0.48,0.84
TRIP-0d6689-2,2025-09-11 16:38:28,2.27,1.38,-2.52,0.23,0.94
TRIP-0d6689-2,2025-09-11 16:38:30,-2.02,-0.31,2.97,0.05,0.34
TRIP-0d6689-2,2025-09-11 16:38:32,-0.67,-1.54,-0.81,0.28,0.52
TRIP-0d6689-2,2025-09-11 16:38:34,-1.47,-1.75,1.25,0.36,0.18
TRIP-0d6689-2,2025-09-11 16:38:36,-0.78,-0.27,-1.27,0.69,0.3
TRIP-0d6689-2,2025-09-11 16:38:38,-2.0,-2.09,-1.87,0.95,0.1
TRIP-0d6689-2,2025-09-11 16:38:40,-1.79,-1.87,-0.96,0.21,0.64
TRIP-0d6689-2,2025-09-11 16:38:42,-1.51,0.27,0.89,0.33,0.89
TRIP-0d6689-2,2025-09-11 16:38:44,-1.5,1.89,-2.21,0.02,0.26
TRIP-0d6689-2,2025-09-11 16:38:46,-0.83,2.42,-2.24,0.49,0.07
TRIP-0d6689-2,2025-09-11 16:38:48,2.59,-2.55,-2.81,0.06,0.46
TRIP-0d6689-2,2025-09-11 16:38:50,-0.98,-1.82,-1.7,0.83,0.05
TRIP-0d6689-2,2025-09-11 16:38:52,-1.75,2.77,-1.91,0.81,0.54
TRIP-0d6689-2,2025-09-11 16:38:54,-1.57,-0.33,0.12,0.75,0.66
TRIP-0d6689-2,2025-09-11 16:38:56,-1.16,-0.61,2.66,0.17,0.56
TRIP-0d6689-2,2025-09-11 16:38:58,2.08,-0.14,1.34,0.64,0.16
TRIP-0d6689-2,2025-09-11 16:39:00,0.67,0.5,1.06,0.39,0.59
TRIP-0d6689-2,2025-09-11 16:39:02,0.37,0.24,-0.62,0.8,0.4
TRIP-0d6689-2,2025-09-11 16:39:04,2.72,2.1,-1.91,0.57,0.01
TRIP-0d6689-2,2025-09-11 16:39:06,1.99,-0.86,-1.67,0.32,0.39
TRIP-226b8b-0,2025-09-11 16:37:28,1.74,2.47,1.08,0.32,0.12
TRIP-226b8b-0,2025-09-11 16:37:30,-0.22,-0.43,1.42,0.31,0.22
TRIP-226b8b-0,2025-09-11 16:37:32,-0.36,2.21,-2.14,0.49,0.83
TRIP-226b8b-0,2025-09-11 16:37:34,-0.08,2.69,-1.12,0.79,0.26
TRIP-226b8b-0,2025-09-11 16:37:36,2.53,1.97,1.31,0.17,0.44
TRIP-226b8b-0,2025-09-11 16:37:38,2.4,0.24,1.32,0.75,0.38
TRIP-226b8b-0,2025-09-11 16:37:40,1.44,-0.08,0.85,0.37,0.36
TRIP-226b8b-0,2025-09-11 16:37:42,-0.2,1.6,-1.42,0.55,0.81
TRIP-226b8b-0,2025-09-11 16:37:44,1.96,-0.64,-0.35,0.91,0.14
TRIP-226b8b-0,2025-09-11 16:37:46,-0.1,1.85,1.79,0.96,0.58
TRIP-226b8b-0,2025-09-11 16:37:48,-1.25,-0.8,0.86,0.64,0.38
TRIP-226b8b-0,2025-09-11 16:37:50,-1.75,1.41,0.12,0.65,0.54
